site_id1,site_id2,same_country
134948,555522710,true
134948,555538110,true
13652,13652,true
13652,147826,false
13652,147827,false
13652,147865,false
13652,147903,false
13652,148154,false
13652,148231,false
13652,148296,false
13652,173007,false
13652,4376,false
13652,555527168,true
13652,555527170,true
13652,555535558,false
13652,555535559,false
13652,555535563,false
13652,555535565,false
13652,555539802,true
13652,555541618,false
13652,555559939,false
13652,555559941,false
13652,900588,true
13652,900612,false
13652,93292,false
13658,13658,true
13658,147699,false
13658,147930,false
13658,147933,false
13658,148014,false
13658,148180,false
13658,555527171,true
13658,555527290,true
13658,555527293,true
13658,555535545,false
13658,555539814,true
13658,555541616,false
1369,1369,true
1369,40602,false
1369,40604,false
1369,958,false
1370,1370,true
1370,20324,false
13755,13755,true
13755,555583108,false
13756,13756,true
13756,555583107,false
13758,13758,true
13758,19726,false
13771,13771,true
13771,198342,false
13771,2139,true
13771,306790,false
13771,366624,true
13771,372765,true
13771,372766,true
13771,555556046,false
13988,13988,true
13988,149670,false
13988,555525303,false
13988,555525307,false
1402,1402,true
1402,19564,false
14089,14089,true
14089,40463,false
14131,14131,true
14131,173007,true
14131,4376,true
14131,555541618,true
14131,555559941,true
14131,93292,false
14133,14133,true
14133,148026,true
14133,161620,false
14133,555535449,true
14133,555540866,false
14133,555541593,true
14133,555580763,false
14133,851,false
14133,903141,false
14135,14135,true
14135,19034,true
14135,31408,false
14135,31412,false
14135,555535393,true
14135,555535532,true
14135,555541607,true
14135,555577581,false
14135,555577888,false
14135,67802,false
14135,68159,true
14146,14146,true
14146,147617,true
14146,147986,true
14146,148381,true
14146,172901,true
14146,30853,false
14146,555527240,false
14146,555527273,false
14146,555527275,false
14146,555535575,true
14146,555535578,true
14146,555535580,true
14146,555541594,true
14146,555552476,true
14146,555579236,true
14146,555579237,true
1415,12249,false
1415,1415,true
1415,312944,true
14175,14175,true
142,100764,true
142,142,true
142,236,false
142,2554,false
142,61610,true
1422,1422,true
1422,19672,true
1422,312944,true
1422,313443,false
14253,14253,true
14253,147945,false
14253,172823,false
14253,555535317,false
14253,555535487,false
14253,555535511,false
14253,555539835,true
14253,555539836,true
14253,555541598,false
14253,555552452,false
14253,555579228,false
14253,555580785,true
14253,68160,false
142727,142727,true
142727,164447,false
142727,322593,false
142727,39805,true
142727,555521876,false
142727,555526014,true
142727,555537868,false
142727,555537885,false
142727,555539321,true
142727,555623508,false
142727,62779,true
142741,142741,true
142741,555525628,true
142741,555539239,true
142741,555547182,true
142747,142747,true
142747,323850,false
142747,330617,true
142747,555521876,false
142747,555526014,true
142747,555537885,false
142747,555539321,true
142774,142774,true
142774,142854,true
142774,169923,true
142774,555527900,false
142774,555535847,true
142782,142782,true
142782,220051,true
142782,555527776,false
142782,555535833,true
142782,555562027,true
142782,555562034,true
142782,555580970,true
142806,142806,true
142806,166877,true
142806,555541864,true
142831,142831,true
142831,166877,true
142831,555535842,true
142831,555541864,true
142836,142836,true
142836,142854,true
142836,169923,true
142836,555527900,false
142836,555535847,true
142844,142844,true
142844,220096,true
142844,388764,false
142844,555535848,true
142844,555540000,false
