iso3,pa_marine_area,pa_land_area,marine_area,land_area,percentage_pa_land_cover,percentage_pa_marine_cover,percentage_nr_land_cover,percentage_nr_marine_cover,nr_version,nr_report_url,oecms_pa_marine_area,oecms_pa_land_area,percentage_oecms_pa_land_cover,percentage_oecms_pa_marine_cover
POL,7210.92,123424.45,31945.64,311923.52,39.57,22.57,19.6,24,6,https://chm.cbd.int/database/record/4ACD5165-ABFA-57D0-CAB0-4FC82FB386DD,7210.92,123424.45,39.57,22.57
PRI,3201.26,608.08,176163.06,9041.14,6.73,1.82,na,na,0,na,3201.26,608.08,6.73,1.82
PRK,25.61,2975.65,115967.27,122186.14,2.44,0.02,7.2,na,5,https://www.cbd.int/doc/world/kp/kp-nr-05-en.pdf,25.61,2975.65,2.44,0.02
PRT,291439.48,21112.41,1724156.15,92141.09,22.91,16.9,22,na,5,https://www.cbd.int/doc/world/pt/pt-nr-05-pt.pdf,291439.48,21112.41,22.91,16.9
PRY,0,57473.38,0,401498.42,14.31,0,15,0,6,https://chm.cbd.int/database/record/4406F62E-6E7A-1826-E2B9-082208FCC685,0,57473.38,14.31,0
PSE,0,617.25,0,6181.99,9.98,0,9,0,5,https://www.cbd.int/doc/world/ps/ps-nr-05-en.pdf,0,617.25,9.98,0
PYF,2022.8,76.6,4795468.1,3780.06,2.03,0.04,na,na,0,na,2022.8,76.6,2.03,0.04
QAT,733.18,1804.72,31987.65,11435.55,15.78,2.29,na,na,0,https://www.cbd.int/doc/world/qa/qa-nr-05-ar.pdf,733.18,1804.72,15.78,2.29
REU,41.98,1603.64,316498.93,2536.3,63.23,0.01,na,na,0,na,41.98,1603.64,63.23,0.01
ROU,6866.39,58226.68,29726.45,237452.87,24.52,23.1,33,na,5,https://www.cbd.int/doc/world/ro/ro-nr-05-en.pdf,6866.39,58226.68,24.52,23.1
RUS,171391.68,1931250.65,7673314.11,16874835.52,11.44,2.23,11.8,na,5,https://www.cbd.int/doc/world/ru/ru-nr-05-ru.pdf,171391.68,1931250.65,11.44,2.23
RWA,0,2317.48,0,25452.13,9.11,0,10.3,0,5,https://www.cbd.int/doc/world/rw/rw-nr-05-en.pdf,0,2317.48,9.11,0
SAU,2140.02,299827.63,220338.21,1934058.34,15.5,0.97,na,na,0,https://www.cbd.int/doc/world/sa/sa-nr-05-ar.pdf,2140.02,299827.63,15.5,0.97
SDN,10661.95,42697.54,66785.64,1871251.81,2.28,15.96,5.8,10,6,https://chm.cbd.int/database/record/2748B1C1-31BC-F7AF-54E0-FC64E251AA3D,10661.95,42697.54,2.28,15.96
SEN,2933.36,52240.39,158426.4,197923.97,26.39,1.85,na,2.44,6,https://chm.cbd.int/database/record/58DAD993-C79B-6275-8330-99B6F44BA483,2933.36,52240.39,26.39,1.85
SGP,0.1,33.59,762.69,604.65,5.55,0.01,4.7,na,5,https://www.cbd.int/doc/world/sg/sg-nr-05-en.pdf,0.1,33.59,5.55,0.01
SGS,1233452.85,505.43,1445886.66,3971.69,12.73,85.31,na,na,0,na,1233452.85,505.43,12.73,85.31
SHN,1592185.73,163.53,1647745.11,434.34,37.65,96.63,na,na,0,na,1592185.73,163.53,37.65,96.63
SJM,83625.87,41669.01,1081582.1,61261.12,68.02,7.73,na,na,0,na,83625.87,41669.01,68.02,7.73
SLB,1879.38,585.03,1609756.55,29191.65,2,0.12,5,6,5,https://www.cbd.int/doc/world/sb/sb-nr-05-en.pdf,1879.38,585.03,2,0.12
SLE,2611.27,9270.17,160452.57,72709.03,12.75,1.63,4,na,5,https://www.cbd.int/doc/world/sl/sl-nr-05-en.pdf,2611.27,9270.17,12.75,1.63
SLV,666.29,1778.4,94238.05,20573.3,8.64,0.71,na,na,0,na,666.29,1778.4,8.64,0.71
SOM,0,0,784501.55,637991.59,0,0,0.8,0,5,https://www.cbd.int/doc/world/so/so-nr-05-en.pdf,0,0,0,0
SPM,7.02,7.16,12367.33,237.59,3.01,0.06,na,na,0,na,7.02,7.16,3.01,0.06
SRB,0,7202.86,0,88509.12,8.14,0,6,na,5,https://www.cbd.int/doc/world/rs/rs-nr-05-en.pdf,0,7202.86,8.14,0
SSD,0,98214.49,0,633580.48,15.5,0,13,0,5,https://www.cbd.int/doc/world/ss/ss-nr-05-en.pdf,0,98214.49,15.5,0
STP,35.28,289.42,131709.17,989.26,29.26,0.03,30,na,5,https://www.cbd.int/doc/world/st/st-nr-05-fr.pdf,35.28,289.42,29.26,0.03
SUR,1980.93,21425.69,128362.99,147558.45,14.52,1.54,na,na,0,na,1980.93,21425.69,14.52,1.54
SVK,0,18395.33,0,48941.22,37.59,0,23.3,0,5,https://www.cbd.int/doc/world/sk/sk-nr-05-en.pdf,0,18395.33,37.59,0
SVN,4.33,8212.53,186.31,20308.55,40.44,2.32,13,0.4,5,https://www.cbd.int/doc/world/si/si-nr-05-en.pdf,4.33,8212.53,40.44,2.32
SWE,24510.24,69337.17,154980.49,449390.18,15.43,15.82,14.5,10,6,https://chm.cbd.int/database/record/060FF276-745E-F718-DC53-A1A48915D17E,24510.24,69337.17,15.43,15.82
SWZ,0,738.21,0,17335.87,4.26,0,3.9,0,5,https://www.cbd.int/doc/world/sz/sz-nr-05-en.pdf,0,819.55,4.73,0
SXM,43.28,0.27,497.53,36.46,0.73,8.7,na,na,0,na,43.28,0.27,0.73,8.7
SYC,439996.7,299.52,1340839.46,486.86,61.52,32.82,46.6,0.03,5,https://www.cbd.int/doc/world/sc/sc-nr-05-en.pdf,439996.7,299.52,61.52,32.82
SYR,25.2,1292.57,10203.62,188612.62,0.69,0.25,na,na,0,na,25.2,1292.57,0.69,0.25
TCA,149.82,451.74,154242.18,1018.17,44.37,0.1,na,na,0,na,149.82,451.74,44.37,0.1
TCD,0,267716.1,0,1276585.97,20.97,0,12.3,na,5,https://www.cbd.int/doc/world/td/td-nr-05-fr.pdf,0,267716.1,20.97,0
TGO,30.99,16080.74,15520.94,57480.65,27.98,0.2,na,na,0,https://chm.cbd.int/database/record/77EEB058-F6CE-9107-7EE8-1F96B95E6314,30.99,16080.74,27.98,0.2
THA,14826.62,95988.16,306890.54,517786.61,18.54,4.83,na,20,6,https://chm.cbd.int/database/record/46D5C83F-588E-181B-D5F7-80C3E0A7552E,14826.62,95988.16,18.54,4.83
TJK,0,31690.11,0,142244.22,22.28,0,na,0,0,na,0,31690.11,22.28,0
TKL,9.51,1,321242.52,15.18,6.58,0,na,na,0,na,9.51,1,6.58,0
TKM,2331.77,15336.27,77885.16,472137.54,3.25,2.99,4,na,5,https://www.cbd.int/doc/world/tm/tm-nr-05-ru.pdf,2331.77,15336.27,3.25,2.99
TLS,582.97,2400.67,42501.27,15006.54,16,1.37,na,na,0,na,582.97,2400.67,16,1.37
TON,390.04,96.49,668054.61,766.5,12.59,0.06,na,na,0,na,390.04,96.49,12.59,0.06
TTO,37.07,1594.83,75798.46,5213.1,30.59,0.05,32,0.1,5,https://chm.cbd.int/api/v2013/documents/C7EFE124-DEAA-B14C-3D98-D0B9E66D99DE/attachments/TT%20Fifth%20National%20Report%20to%20the%20CBD_FINAL.pdf,37.07,1594.83,30.59,0.05
TUN,1042.36,12286.02,100660.5,155230.84,7.91,1.04,17,10,6,https://chm.cbd.int/database/record/5DAF5DAA-D4D2-F800-CA8C-9462C5D56858,1042.36,12286.02,7.91,1.04
TUR,4507.63,54379.84,255925.96,782238.87,6.95,1.76,na,na,5,https://www.cbd.int/doc/world/tr/tr-nr-05-en.pdf,4507.63,54379.84,6.95,1.76
TUV,213.86,5.53,731900.03,41.79,13.24,0.03,na,na,0,No information in 5th national report,213.86,5.53,13.24,0.03
TWN,3846.49,7145.88,342996.95,36245.33,19.72,1.12,na,na,0,na,3846.49,7145.88,19.72,1.12
TZA,7408.14,378341.49,243129.6,947252.69,39.94,3.05,54.6,6.5,6,https://chm.cbd.int/database/record/57914673-CF81-82CF-0808-C76D810BAB97,7408.14,378341.49,39.94,3.05
UGA,0,39053.55,0,243144.85,16.06,0,18,0,5,https://www.cbd.int/doc/world/ug/ug-nr-05-en.pdf,0,39053.55,16.06,0
UKR,12461.99,77621.33,134873.17,598828.8,12.96,9.24,6.05,na,5,https://www.cbd.int/doc/world/ua/ua-nr-05-en.pdf,12461.99,77621.33,12.96,9.24
UMI,1278055.76,370.38,1964384.51,363.5,100,65.06,na,na,0,na,1278055.76,370.38,100,65.06
URY,978.89,6558.53,130097.97,178459.89,3.68,0.75,8.6,na,6,https://chm.cbd.int/database/record/50CCF748-F428-8010-744B-D5B1BD5F3A66,978.89,6558.53,3.68,0.75
USA,1642983.89,1228107.34,8591493.15,9490391.29,12.94,19.12,0,0,0,na,1642983.89,1228107.34,12.94,19.12
UZB,0,42821.55,0,450362.51,9.51,0,5,0,5,https://www.cbd.int/doc/world/uz/uz-nr-05-en.pdf,0,42821.55,9.51,0
VCT,80.36,91.9,36510.93,409.91,22.42,0.22,na,8.5,5,https://www.cbd.int/doc/world/vc/vc-nr-05-en.pdf,80.36,91.9,22.42,0.22
VEN,20589.63,521789.52,473325.1,917367.65,56.88,4.35,na,na,5,https://www.cbd.int/doc/world/ve/ve-nr-05-es.pdf,20589.63,521789.52,56.88,4.35
VGB,3.31,16,80529.48,175.61,9.11,0,na,na,na,na,3.31,16,9.11,0
VIR,307.08,54,36030.26,375.62,14.38,0.85,na,na,na,na,307.08,54,14.38,0.85
VNM,3630.26,24994.31,647232.22,329880.37,7.58,0.56,7,na,5,https://www.cbd.int/doc/world/vn/vn-nr-05-en.pdf,3630.26,24994.31,7.58,0.56
VUT,47.51,528.22,622073.22,12575.13,4.2,0.01,na,na,na,na,47.51,528.22,4.2,0.01
WLF,0,0.3,259805.44,180.61,0.17,0,na,na,na,na,0,0.3,0.17,0
WSM,190.54,238.02,132305.6,2893.95,8.22,0.14,na,na,5,https://www.cbd.int/doc/world/ws/ws-nr-05-en.pdf,190.54,238.02,8.22,0.14
YEM,2562.37,3519.59,548013.98,455938.92,0.77,0.47,na,na,5,https://www.cbd.int/doc/world/ye/ye-nr-05-en.pdf,2562.37,3519.59,0.77,0.47
ZAF,239049.63,114972.5,1542559.9,1224384.58,9.39,15.5,12.96,10,6,https://chm.cbd.int/database/record/33303CBE-1BB9-9034-35F8-283CC0A1D63F,239622.22,199887.72,16.33,15.53
ZMB,0,311772.69,0,755640.39,41.26,0,37.8,0,6,https://chm.cbd.int/database/record/AB99C119-FDF3-C589-9CBB-B0B2C39A58C8,0,311772.69,41.26,0
ZWE,0,111119.7,0,392573.2,28.31,0,28,0,5,https://www.cbd.int/doc/world/zw/zw-nr-05-en.pdf,0,111119.7,28.31,0
